Porte Dorée;2.405749381400099, 48.8350662204656;Porte de Charenton;2.402372975541869, 48.8336104146937;8 variant 1;2:35;9.74628927680329
Porte de Charenton;2.402372975541869, 48.8336104146937;Liberté;2.406409459132366, 48.82608032193611;8 variant 1;12:45;48.09911115812687
Liberté;2.406409459132366, 48.82608032193611;Charenton - Écoles;2.413847237068526, 48.82125590204953;8 variant 1;8:19;31.334663829914277
Charenton - Écoles;2.413847237068526, 48.82125590204953;Ecole Vétérinaire de Maisons-Alfort;2.422322751702586, 48.814758684006726;8 variant 1;11:7;41.92293399839986
Ecole Vétérinaire de Maisons-Alfort;2.422322751702586, 48.814758684006726;Maisons-Alfort - Stade;2.434819533389365, 48.80891847848263;8 variant 1;10:10;38.35333828846024
Maisons-Alfort - Stade;2.434819533389365, 48.80891847848263;Maisons-Alfort - Les Juilliottes;2.4457883063759605, 48.80310585036659;8 variant 1;10:2;37.836758496828004
Maisons-Alfort - Les Juilliottes;2.4457883063759605, 48.80310585036659;Créteil - L'Échat;2.4493695956133714, 48.79661083011156;8 variant 1;10:59;41.4489730473949
Créteil - L'Échat;2.4493695956133714, 48.79661083011156;Créteil - Université;2.450529196348293, 48.789915686006935;8 variant 1;11:19;42.66095249273406
Créteil - Université;2.450529196348293, 48.789915686006935;Créteil - Préfecture;2.459305169291261, 48.77975652677895;8 variant 1;17:12;64.91882258189196
Créteil - Préfecture;2.459305169291261, 48.77975652677895;Pointe du Lac;2.464290193819998, 48.76875224860992;8 variant 1;18:36;70.15347255714236
Balard;2.278509358807, 48.83665079228612;Lourmel;2.2822419598550767, 48.83866086365992;8 variant 2;3:31;13.246807050940218
Lourmel;2.2822419598550767, 48.83866086365992;Boucicaut;2.2879184311245595, 48.841024160993214;8 variant 2;4:14;15.93935780373747
Boucicaut;2.2879184311245595, 48.841024160993214;Félix Faure;2.2918472203679703, 48.84268433479664;8 variant 2;2:58;11.195691029379345
Félix Faure;2.2918472203679703, 48.84268433479664;Commerce;2.293796842192864, 48.84461151236847;8 variant 2;3:18;12.415657251400846
Commerce;2.293796842192864, 48.84461151236847;La Motte-Picquet - Grenelle;2.298745444388579, 48.84950618174656;8 variant 2;8:22;31.548880889091265
La Motte-Picquet - Grenelle;2.298745444388579, 48.84950618174656;École Militaire;2.3064410394306907, 48.85486175512232;8 variant 2;9:16;34.97596299947988
École Militaire;2.3064410394306907, 48.85486175512232;La Tour-Maubourg;2.310588789873988, 48.85766922956403;8 variant 2;4:53;18.38465655848193
La Tour-Maubourg;2.310588789873988, 48.85766922956403;Invalides;2.314996938416133, 48.86059945384315;8 variant 2;5:6;19.226227848437116
Invalides;2.314996938416133, 48.86059945384315;Concorde;2.3220315426557194, 48.86652125193945;8 variant 2;10:12;38.472165147745116
Concorde;2.3220315426557194, 48.86652125193945;Madeleine;2.3260272117729994, 48.86956561611772;8 variant 2;5:17;19.886433851854115
Madeleine;2.3260272117729994, 48.86956561611772;Opéra;2.332135072925294, 48.87059812248669;8 variant 2;2:31;9.454022792896705
Opéra;2.332135072925294, 48.87059812248669;Richelieu - Drouot;2.3384603609547776, 48.87164051013642;8 variant 2;2:35;9.702184337066242
Richelieu - Drouot;2.3384603609547776, 48.87164051013642;Grands Boulevards;2.3428929298032664, 48.87156599834752;8 variant 2;1:20;4.992714596015458
Grands Boulevards;2.3428929298032664, 48.87156599834752;Bonne Nouvelle;2.34848136571839, 48.87057129950301;8 variant 2;2:22;8.898877422341794
Bonne Nouvelle;2.34848136571839, 48.87057129950301;Strasbourg - Saint-Denis;2.353744768129407, 48.86938572399119;8 variant 2;2:32;9.552567634725916
Strasbourg - Saint-Denis;2.353744768129407, 48.86938572399119;République;2.363149406900382, 48.86742161002706;8 variant 2;4:19;16.242977461710105
République;2.363149406900382, 48.86742161002706;Filles du Calvaire;2.366745297742701, 48.8630698834507;8 variant 2;7:25;27.99616623787354
Filles du Calvaire;2.366745297742701, 48.8630698834507;Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;8 variant 2;3:34;13.401370707906898
Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;Chemin Vert;2.368095085385991, 48.85708736782028;8 variant 2;6:34;24.739694504651023
Chemin Vert;2.368095085385991, 48.85708736782028;Bastille;2.3695064282002, 48.853425461693256;8 variant 2;6:12;23.37424875696078
Bastille;2.3695064282002, 48.853425461693256;Ledru-Rollin;2.375924913735691, 48.85119274222268;8 variant 2;4:9;15.605793036644851
Ledru-Rollin;2.375924913735691, 48.85119274222268;Faidherbe - Chaligny;2.384028566383108, 48.85011054413369;8 variant 2;2:49;10.575924317319583
Faidherbe - Chaligny;2.384028566383108, 48.85011054413369;Reuilly - Diderot;2.3869585404965377, 48.847094767969466;8 variant 2;5:9;19.425450440799125
Reuilly - Diderot;2.3869585404965377, 48.847094767969466;Montgallet;2.3904000136353645, 48.84400507570895;8 variant 2;5:18;19.95831383397367
Montgallet;2.3904000136353645, 48.84400507570895;Daumesnil;2.395573606140371, 48.83967393140864;8 variant 2;7:26;28.013649827362013
Daumesnil;2.395573606140371, 48.83967393140864;Michel Bizot;2.40228042706469, 48.837000553950986;8 variant 2;4:48;18.097137137383395
Michel Bizot;2.40228042706469, 48.837000553950986;Porte Dorée;2.405749381400099, 48.8350662204656;8 variant 2;3:23;12.710837273763197
Porte Dorée;2.405749381400099, 48.8350662204656;Porte de Charenton;2.402372975541869, 48.8336104146937;8 variant 2;2:35;9.74628927680329
Porte de Charenton;2.402372975541869, 48.8336104146937;Liberté;2.406409459132366, 48.82608032193611;8 variant 2;12:45;48.09911115812687
Liberté;2.406409459132366, 48.82608032193611;Charenton - Écoles;2.413847237068526, 48.82125590204953;8 variant 2;8:19;31.334663829914277
Charenton - Écoles;2.413847237068526, 48.82125590204953;Ecole Vétérinaire de Maisons-Alfort;2.422322751702586, 48.814758684006726;8 variant 2;11:7;41.92293399839986
Ecole Vétérinaire de Maisons-Alfort;2.422322751702586, 48.814758684006726;Maisons-Alfort - Stade;2.434819533389365, 48.80891847848263;8 variant 2;10:10;38.35333828846024
Maisons-Alfort - Stade;2.434819533389365, 48.80891847848263;Maisons-Alfort - Les Juilliottes;2.4457883063759605, 48.80310585036659;8 variant 2;10:2;37.836758496828004
Maisons-Alfort - Les Juilliottes;2.4457883063759605, 48.80310585036659;Créteil - L'Échat;2.4493695956133714, 48.79661083011156;8 variant 2;10:59;41.4489730473949
Créteil - L'Échat;2.4493695956133714, 48.79661083011156;Créteil - Université;2.450529196348293, 48.789915686006935;8 variant 2;11:19;42.66095249273406
Créteil - Université;2.450529196348293, 48.789915686006935;Créteil - Préfecture;2.459305169291261, 48.77975652677895;8 variant 2;17:12;64.91882258189196
Créteil - Préfecture;2.459305169291261, 48.77975652677895;Pointe du Lac;2.464290193819998, 48.76875224860992;8 variant 2;18:36;70.15347255714236
Pointe du Lac;2.464317312722042, 48.76876136434425;Créteil - Préfecture;2.459305169291261, 48.77975652677895;8 variant 3;18:35;70.0959328388914
Créteil - Préfecture;2.459305169291261, 48.77975652677895;Créteil - Université;2.4505697455342568, 48.78994285432577;8 variant 3;17:15;65.08965985904706
Créteil - Université;2.4505697455342568, 48.78994285432577;Créteil - L'Échat;2.449424047013373, 48.79661108096057;8 variant 3;11:16;42.489339911098824
Créteil - L'Échat;2.449424047013373, 48.79661108096057;Maisons-Alfort - Les Juilliottes;2.44595647715734, 48.80321905319987;8 variant 3;11:11;42.16322781122088
Maisons-Alfort - Les Juilliottes;2.44595647715734, 48.80321905319987;Maisons-Alfort - Stade;2.434924424365985, 48.80897743416717;8 variant 3;9:57;37.509119989753984
Maisons-Alfort - Stade;2.434924424365985, 48.80897743416717;Ecole Vétérinaire de Maisons-Alfort;2.422399525054415, 48.81483550210013;8 variant 3;10:12;38.47011946178439
Ecole Vétérinaire de Maisons-Alfort;2.422399525054415, 48.81483550210013;Charenton - Écoles;2.413844709558796, 48.82148073316996;8 variant 3;11:22;42.865212354263065
Charenton - Écoles;2.413844709558796, 48.82148073316996;Liberté;2.4064912314699263, 48.826148180607525;8 variant 3;8:3;30.341883859030407
Liberté;2.4064912314699263, 48.826148180607525;Porte de Charenton;2.402511872850073, 48.83344922287947;8 variant 3;12:22;46.64004300650714
Porte de Charenton;2.402511872850073, 48.83344922287947;Porte Dorée;2.4058739129875644, 48.83501737409391;8 variant 3;2:46;10.425456147658952
Porte Dorée;2.4058739129875644, 48.83501737409391;Michel Bizot;2.402366739988004, 48.83707743103578;8 variant 3;3:35;13.496877182527262
Michel Bizot;2.402366739988004, 48.83707743103578;Daumesnil;2.395573606140371, 48.83967393140864;8 variant 3;4:41;17.664992582330502
Daumesnil;2.395573606140371, 48.83967393140864;Montgallet;2.39052195642492, 48.8440641552825;8 variant 3;7:31;28.365463424916854
Montgallet;2.39052195642492, 48.8440641552825;Reuilly - Diderot;2.387201070409392, 48.84721292669797;8 variant 3;5:23;20.311532125455717
Reuilly - Diderot;2.387201070409392, 48.84721292669797;Faidherbe - Chaligny;2.384072471688875, 48.85020070550927;8 variant 3;5:7;19.2791638215838
Faidherbe - Chaligny;2.384072471688875, 48.85020070550927;Ledru-Rollin;2.376141223318593, 48.85133776679838;8 variant 3;2:50;10.685358886325643
Ledru-Rollin;2.376141223318593, 48.85133776679838;Bastille;2.369652217650188, 48.85348468769834;8 variant 3;4:1;15.14110717365945
Bastille;2.369652217650188, 48.85348468769834;Chemin Vert;2.368221612765033, 48.85710602289208;8 variant 3;6:8;23.117516618961776
Chemin Vert;2.368221612765033, 48.85710602289208;Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;8 variant 3;6:32;24.625924808967635
Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;Filles du Calvaire;2.3667317769488188, 48.86306081846095;8 variant 3;3:33;13.344262157982506
Filles du Calvaire;2.3667317769488188, 48.86306081846095;République;2.3632563242479026, 48.86748513277203;8 variant 3;7:32;28.436787941786033
République;2.3632563242479026, 48.86748513277203;Strasbourg - Saint-Denis;2.353797473153033, 48.86946694920397;8 variant 3;4:21;16.37067746896795
Strasbourg - Saint-Denis;2.353797473153033, 48.86946694920397;Bonne Nouvelle;2.34848136571839, 48.87057129950301;8 variant 3;2:27;9.187288769543198
Bonne Nouvelle;2.34848136571839, 48.87057129950301;Grands Boulevards;2.3428929298032664, 48.87156599834752;8 variant 3;2:22;8.898877422341794
Grands Boulevards;2.3428929298032664, 48.87156599834752;Richelieu - Drouot;2.3384190255427955, 48.87173920910264;8 variant 3;1:22;5.137738713968829
Richelieu - Drouot;2.3384190255427955, 48.87173920910264;Opéra;2.3320941299398554, 48.87066534465599;8 variant 3;2:37;9.842586149519324
Opéra;2.3320941299398554, 48.87066534465599;Madeleine;2.3259702743206723, 48.8696462363775;8 variant 3;2:30;9.409745452838518
Madeleine;2.3259702743206723, 48.8696462363775;Concorde;2.321915152849789, 48.86656106315263;8 variant 3;5:21;20.15477544086942
Concorde;2.321915152849789, 48.86656106315263;Invalides;2.3146326604445164, 48.86109201138112;8 variant 3;9:28;35.7077130433344
Invalides;2.3146326604445164, 48.86109201138112;La Tour-Maubourg;2.310473535936985, 48.85772702353455;8 variant 3;5:48;21.874189492672382
La Tour-Maubourg;2.310473535936985, 48.85772702353455;École Militaire;2.3063456838200764, 48.85491966058707;8 variant 3;4:53;18.379606044246035
École Militaire;2.3063456838200764, 48.85491966058707;La Motte-Picquet - Grenelle;2.298488389923641, 48.84967105681514;8 variant 3;9:6;34.34929201458408
La Motte-Picquet - Grenelle;2.298488389923641, 48.84967105681514;Commerce;2.293796842192864, 48.84461151236847;8 variant 3;8:38;32.55230802111757
Commerce;2.293796842192864, 48.84461151236847;Félix Faure;2.291751809719901, 48.84274672574357;8 variant 3;3:12;12.03694182081137
Félix Faure;2.291751809719901, 48.84274672574357;Boucicaut;2.2879184311245595, 48.841024160993214;8 variant 3;3:4;11.544221371230165
Boucicaut;2.2879184311245595, 48.841024160993214;Lourmel;2.2822419598550767, 48.83866086365992;8 variant 3;4:14;15.93935780373747
Lourmel;2.2822419598550767, 48.83866086365992;Balard;2.2783626618092008, 48.83666789483108;8 variant 3;3:30;13.1765178828886
La Motte-Picquet - Grenelle;2.298745444388579, 48.84950618174656;École Militaire;2.3064410394306907, 48.85486175512232;8 variant 4;9:16;34.97596299947988
École Militaire;2.3064410394306907, 48.85486175512232;La Tour-Maubourg;2.310588789873988, 48.85766922956403;8 variant 4;4:53;18.38465655848193
La Tour-Maubourg;2.310588789873988, 48.85766922956403;Invalides;2.314996938416133, 48.86059945384315;8 variant 4;5:6;19.226227848437116
Invalides;2.314996938416133, 48.86059945384315;Concorde;2.3220315426557194, 48.86652125193945;8 variant 4;10:12;38.472165147745116
Concorde;2.3220315426557194, 48.86652125193945;Madeleine;2.3260272117729994, 48.86956561611772;8 variant 4;5:17;19.886433851854115
Madeleine;2.3260272117729994, 48.86956561611772;Opéra;2.332135072925294, 48.87059812248669;8 variant 4;2:31;9.454022792896705
Opéra;2.332135072925294, 48.87059812248669;Richelieu - Drouot;2.3384603609547776, 48.87164051013642;8 variant 4;2:35;9.702184337066242
Richelieu - Drouot;2.3384603609547776, 48.87164051013642;Grands Boulevards;2.3428929298032664, 48.87156599834752;8 variant 4;1:20;4.992714596015458
Grands Boulevards;2.3428929298032664, 48.87156599834752;Bonne Nouvelle;2.34848136571839, 48.87057129950301;8 variant 4;2:22;8.898877422341794
Bonne Nouvelle;2.34848136571839, 48.87057129950301;Strasbourg - Saint-Denis;2.353744768129407, 48.86938572399119;8 variant 4;2:32;9.552567634725916
Strasbourg - Saint-Denis;2.353744768129407, 48.86938572399119;République;2.363149406900382, 48.86742161002706;8 variant 4;4:19;16.242977461710105
République;2.363149406900382, 48.86742161002706;Filles du Calvaire;2.366745297742701, 48.8630698834507;8 variant 4;7:25;27.99616623787354
Filles du Calvaire;2.366745297742701, 48.8630698834507;Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;8 variant 4;3:34;13.401370707906898
Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;Chemin Vert;2.368095085385991, 48.85708736782028;8 variant 4;6:34;24.739694504651023
Chemin Vert;2.368095085385991, 48.85708736782028;Bastille;2.3695064282002, 48.853425461693256;8 variant 4;6:12;23.37424875696078
Bastille;2.3695064282002, 48.853425461693256;Ledru-Rollin;2.375924913735691, 48.85119274222268;8 variant 4;4:9;15.605793036644851
Ledru-Rollin;2.375924913735691, 48.85119274222268;Faidherbe - Chaligny;2.384028566383108, 48.85011054413369;8 variant 4;2:49;10.575924317319583
Faidherbe - Chaligny;2.384028566383108, 48.85011054413369;Reuilly - Diderot;2.3869585404965377, 48.847094767969466;8 variant 4;5:9;19.425450440799125
Reuilly - Diderot;2.3869585404965377, 48.847094767969466;Montgallet;2.3904000136353645, 48.84400507570895;8 variant 4;5:18;19.95831383397367
Montgallet;2.3904000136353645, 48.84400507570895;Daumesnil;2.395573606140371, 48.83967393140864;8 variant 4;7:26;28.013649827362013
Daumesnil;2.395573606140371, 48.83967393140864;Michel Bizot;2.40228042706469, 48.837000553950986;8 variant 4;4:48;18.097137137383395
Michel Bizot;2.40228042706469, 48.837000553950986;Porte Dorée;2.405749381400099, 48.8350662204656;8 variant 4;3:23;12.710837273763197
Porte Dorée;2.405749381400099, 48.8350662204656;Porte de Charenton;2.402372975541869, 48.8336104146937;8 variant 4;2:35;9.74628927680329
Porte de Charenton;2.402372975541869, 48.8336104146937;Liberté;2.406409459132366, 48.82608032193611;8 variant 4;12:45;48.09911115812687
Liberté;2.406409459132366, 48.82608032193611;Charenton - Écoles;2.413847237068526, 48.82125590204953;8 variant 4;8:19;31.334663829914277
Charenton - Écoles;2.413847237068526, 48.82125590204953;Ecole Vétérinaire de Maisons-Alfort;2.422322751702586, 48.814758684006726;8 variant 4;11:7;41.92293399839986
Ecole Vétérinaire de Maisons-Alfort;2.422322751702586, 48.814758684006726;Maisons-Alfort - Stade;2.434819533389365, 48.80891847848263;8 variant 4;10:10;38.35333828846024
Maisons-Alfort - Stade;2.434819533389365, 48.80891847848263;Maisons-Alfort - Les Juilliottes;2.4457883063759605, 48.80310585036659;8 variant 4;10:2;37.836758496828004
Maisons-Alfort - Les Juilliottes;2.4457883063759605, 48.80310585036659;Créteil - L'Échat;2.4493695956133714, 48.79661083011156;8 variant 4;10:59;41.4489730473949
Créteil - L'Échat;2.4493695956133714, 48.79661083011156;Créteil - Université;2.450529196348293, 48.789915686006935;8 variant 4;11:19;42.66095249273406
Créteil - Université;2.450529196348293, 48.789915686006935;Créteil - Préfecture;2.459305169291261, 48.77975652677895;8 variant 4;17:12;64.91882258189196
Créteil - Préfecture;2.459305169291261, 48.77975652677895;Pointe du Lac;2.464290193819998, 48.76875224860992;8 variant 4;18:36;70.15347255714236
Daumesnil;2.395573606140371, 48.83967393140864;Montgallet;2.39052195642492, 48.8440641552825;8 variant 5;7:31;28.365463424916854
Montgallet;2.39052195642492, 48.8440641552825;Reuilly - Diderot;2.387201070409392, 48.84721292669797;8 variant 5;5:23;20.311532125455717
Reuilly - Diderot;2.387201070409392, 48.84721292669797;Faidherbe - Chaligny;2.384072471688875, 48.85020070550927;8 variant 5;5:7;19.2791638215838
Faidherbe - Chaligny;2.384072471688875, 48.85020070550927;Ledru-Rollin;2.376141223318593, 48.85133776679838;8 variant 5;2:50;10.685358886325643
Ledru-Rollin;2.376141223318593, 48.85133776679838;Bastille;2.369652217650188, 48.85348468769834;8 variant 5;4:1;15.14110717365945
Bastille;2.369652217650188, 48.85348468769834;Chemin Vert;2.368221612765033, 48.85710602289208;8 variant 5;6:8;23.117516618961776
Chemin Vert;2.368221612765033, 48.85710602289208;Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;8 variant 5;6:32;24.625924808967635
Saint-Sébastien - Froissart;2.3672615397172687, 48.8609681457564;Filles du Calvaire;2.3667317769488188, 48.86306081846095;8 variant 5;3:33;13.344262157982506
Filles du Calvaire;2.3667317769488188, 48.86306081846095;République;2.3632563242479026, 48.86748513277203;8 variant 5;7:32;28.436787941786033
République;2.3632563242479026, 48.86748513277203;Strasbourg - Saint-Denis;2.353797473153033, 48.86946694920397;8 variant 5;4:21;16.37067746896795
Strasbourg - Saint-Denis;2.353797473153033, 48.86946694920397;Bonne Nouvelle;2.34848136571839, 48.87057129950301;8 variant 5;2:27;9.187288769543198
Bonne Nouvelle;2.34848136571839, 48.87057129950301;Grands Boulevards;2.3428929298032664, 48.87156599834752;8 variant 5;2:22;8.898877422341794
Grands Boulevards;2.3428929298032664, 48.87156599834752;Richelieu - Drouot;2.3384190255427955, 48.87173920910264;8 variant 5;1:22;5.137738713968829
Richelieu - Drouot;2.3384190255427955, 48.87173920910264;Opéra;2.3320941299398554, 48.87066534465599;8 variant 5;2:37;9.842586149519324
Opéra;2.3320941299398554, 48.87066534465599;Madeleine;2.3259702743206723, 48.8696462363775;8 variant 5;2:30;9.409745452838518
Madeleine;2.3259702743206723, 48.8696462363775;Concorde;2.321915152849789, 48.86656106315263;8 variant 5;5:21;20.15477544086942
Concorde;2.321915152849789, 48.86656106315263;Invalides;2.3146326604445164, 48.86109201138112;8 variant 5;9:28;35.7077130433344
Invalides;2.3146326604445164, 48.86109201138112;La Tour-Maubourg;2.310473535936985, 48.85772702353455;8 variant 5;5:48;21.874189492672382
La Tour-Maubourg;2.310473535936985, 48.85772702353455;École Militaire;2.3063456838200764, 48.85491966058707;8 variant 5;4:53;18.379606044246035
École Militaire;2.3063456838200764, 48.85491966058707;La Motte-Picquet - Grenelle;2.298488389923641, 48.84967105681514;8 variant 5;9:6;34.34929201458408
La Motte-Picquet - Grenelle;2.298488389923641, 48.84967105681514;Commerce;2.293796842192864, 48.84461151236847;8 variant 5;8:38;32.55230802111757
Commerce;2.293796842192864, 48.84461151236847;Félix Faure;2.291751809719901, 48.84274672574357;8 variant 5;3:12;12.03694182081137
Félix Faure;2.291751809719901, 48.84274672574357;Boucicaut;2.2879184311245595, 48.841024160993214;8 variant 5;3:4;11.544221371230165
Boucicaut;2.2879184311245595, 48.841024160993214;Lourmel;2.2822419598550767, 48.83866086365992;8 variant 5;4:14;15.93935780373747
Lourmel;2.2822419598550767, 48.83866086365992;Balard;2.2783626618092008, 48.83666789483108;8 variant 5;3:30;13.1765178828886
